name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_unit,torque_rpm,cars_age
Maruti,630000,5000,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,113.0,4200.0,2
Datsun,270000,2300,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,72.0,4386.0,3
Maruti,300000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,69.0,3500.0,6
Mahindra,250000,119000,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8.0,220.0,1400.0,10
Maruti,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,62.0,3000.0,17
Maruti,750000,100000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200.0,1750.0,5
Maruti,135000,50000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,84.0,3500.0,13
Maruti,275000,80000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5.0,101.0,3000.0,9
Tata,740000,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,170.0,1750.0,4
Honda,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,5.0,109.0,4500.0,3
Audi,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968.0,188.0,5.0,400.0,1750.0,4
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Jeep,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5,3604.0,280.0,5.0,347.0,4300.0,5
Toyota,1000000,4295,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496.0,105.5,5.0,140.0,4200.0,4
Toyota,1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496.0,105.5,5.0,140.0,4200.0,4
Hyundai,550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,20.7,1197.0,81.86,5.0,113.75,4000.0,3
Maruti,600000,6757,Petrol,Trustmark Dealer,Manual,First Owner,21.01,1197.0,81.8,5.0,113.0,4200.0,6
Skoda,675000,28182,Petrol,Trustmark Dealer,Automatic,First Owner,14.3,1598.0,103.52,5.0,153.0,3800.0,6
Nissan,950000,11533,Petrol,Trustmark Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,142.0,4000.0,3
Honda,850000,11688,Petrol,Trustmark Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,145.0,4600.0,5
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Toyota,550000,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794.0,138.1,5.0,173.0,4000.0,10
Maruti,925000,23712,Diesel,Trustmark Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,200.0,1750.0,4
Ford,625000,70670,Petrol,Trustmark Dealer,Automatic,First Owner,16.5,1499.0,110.0,5.0,140.0,4400.0,7
Maruti,200000,43381,Petrol,Dealer,Manual,Second Owner,22.74,796.0,47.3,5.0,69.0,3500.0,8
Honda,635000,79011,Petrol,Trustmark Dealer,Automatic,First Owner,18.0,1497.0,117.3,5.0,145.0,4600.0,8
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Maruti,425000,50000,Diesel,Individual,Manual,Second Owner,21.79,1248.0,88.73,5.0,200.0,1750.0,8
Maruti,220000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,90.0,3500.0,11
Hyundai,590000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,113.75,4000.0,4
Mahindra,775000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,247.0,1800.0,5
Maruti,350000,58500,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,114.0,4000.0,7
Maruti,575000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,115.0,4000.0,4
Nissan,200000,43500,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,5.0,104.0,4000.0,11
Tata,1575000,30000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,400.0,1750.0,4
Ford,600000,63000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,205.0,1750.0,7
Mahindra,720000,35000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,6
Tata,158000,110000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,135.0,2500.0,10
Tata,1575000,25000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,400.0,1750.0,4
Hyundai,580000,30000,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5.0,113.75,4000.0,5
Mahindra,420000,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,10
Mahindra,1200000,35000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,300.0,1750.0,4
Renault,350000,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,91.0,4250.0,4
Honda,650000,56000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,145.0,4600.0,8
Maruti,400000,12700,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90.0,3500.0,5
Tata,700000,35000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,260.0,1500.0,4
Hyundai,520000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,114.0,4000.0,5
Mahindra,450000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,290.0,1800.0,10
Tata,850000,100000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,5
Renault,350000,34000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72.0,4386.0,5
Mahindra,450000,56000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,8.0,220.0,1400.0,11
Hyundai,165000,90000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,99.04,4500.0,14
Hyundai,160000,65000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,96.1,3000.0,12
Tata,300000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,320.0,1700.0,11
Mahindra,550000,90000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8.0,290.0,1800.0,10
Maruti,285000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,90.0,3500.0,7
Hyundai,850000,58000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,259.9,1900.0,6
Ford,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0,120.0,4250.0,4
Maruti,900000,25000,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7.0,138.0,4400.0,4
Maruti,180000,49455,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,62.0,3000.0,17
Hyundai,220000,100000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,74.5,4000.0,6
Tata,120000,120000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,190.0,1750.0,9
Hyundai,220000,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,111.72000000000001,4000.0,12
Chevrolet,420000,46815,Diesel,Individual,Manual,Second Owner,22.1,1248.0,76.9,5.0,205.0,1750.0,9
Tata,160000,110000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,135.4,2500.0,9
Hyundai,250000,80000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,74.5,4000.0,7
Maruti,385000,100000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.8,7.0,200.0,1750.0,9
Maruti,318000,80000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.06,5.0,90.0,3500.0,8
Hyundai,480000,40000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,113.75,4000.0,4
Maruti,330000,70000,Petrol,Individual,Manual,Third Owner,23.1,998.0,67.04,5.0,90.0,3500.0,7
Tata,152000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,135.0,2500.0,11
Maruti,250000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,69.0,3500.0,8
Tata,248000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,135.0,2500.0,11
Nissan,300000,60000,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,5.0,104.0,4000.0,11
Hyundai,550000,50000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,5
Hyundai,650000,30000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,219.7,1500.0,6
Hyundai,445000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,5
Toyota,450000,334000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,199.92,1400.0,12
Mahindra,600000,100000,Diesel,Individual,Manual,First Owner,17.45,1493.0,100.0,7.0,240.0,1600.0,6
Renault,495000,175000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,248.0,2250.0,8
Maruti,220000,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586.0,103.3,5.0,145.0,4100.0,11
Maruti,260000,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586.0,103.3,5.0,145.0,4100.0,11
Hyundai,150000,90000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,96.1,3000.0,13
Ford,200000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,11
Mahindra,1465000,110000,Diesel,Individual,Manual,First Owner,16.36,2179.0,140.0,7.0,320.0,1500.0,4
Toyota,285000,80000,Diesel,Individual,Manual,Second Owner,,,,,,,10
Honda,250000,60000,Petrol,Individual,Automatic,Third Owner,20.0,1339.0,108.5,5.0,123.0,1000.0,14
Mahindra,310000,160000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,7.0,218.0,1400.0,8
Mahindra,600000,100875,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,290.0,1800.0,12
Maruti,560000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,115.0,4000.0,4
Maruti,500000,30000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,115.0,4000.0,6
Hyundai,270000,118000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,160.0,1500.0,9
Hyundai,420000,69000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,259.8,1900.0,9
Maruti,434999,25000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,115.0,4000.0,7
Hyundai,400000,100000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,81.86,5.0,113.75,4000.0,7
Maruti,470000,110000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,7
Nissan,480000,60000,Diesel,Individual,Manual,Third Owner,20.45,1461.0,83.8,5.0,200.0,1900.0,7
Hyundai,105000,128000,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.0,5.0,96.1,3000.0,14
Tata,325000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,140.0,1800.0,5
Toyota,280000,80000,Diesel,Individual,Manual,Second Owner,,,,,,,10
Hyundai,675000,5000,Petrol,Individual,Automatic,First Owner,20.7,1197.0,81.86,5.0,113.75,4000.0,2
Hyundai,170000,90000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,111.8,4000.0,13
Hyundai,1250000,90000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,259.9,1900.0,5
Honda,600000,144030,Petrol,Individual,Manual,First Owner,12.8,2354.0,177.6,5.0,222.0,4300.0,10
Honda,819999,200000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,200.0,1750.0,8
Hyundai,650000,29000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,6
Maruti,105000,90000,LPG,Individual,Manual,Second Owner,17.3,1061.0,57.5,5.0,76.44,4500.0,15
Mahindra,200000,176000,Diesel,Individual,Manual,Second Owner,17.0,1461.0,66.0,5.0,156.8,2000.0,13
Tata,200000,150000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,135.0,2500.0,9
Maruti,220000,90000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,59.0,2500.0,6
Volkswagen,500000,70000,Petrol,Individual,Manual,Second Owner,15.04,1598.0,103.2,5.0,153.0,3800.0,8
Mahindra,175000,99000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5.0,156.8,2000.0,15
Tata,450000,5000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114.0,3500.0,4
Chevrolet,210000,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991.0,123.7,5.0,305.0,2000.0,14
Maruti,270000,89000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,113.0,4500.0,11
Tata,110000,88000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5.0,122.50000000000001,2500.0,16
Maruti,480000,30000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,7
Maruti,650000,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,6
Maruti,480000,80000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,9
Hyundai,700000,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,219.7,1500.0,6
Maruti,650000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,200.0,1750.0,7
Hyundai,1300000,48000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,259.9,1900.0,7
Volkswagen,1350000,97000,Diesel,Individual,Automatic,First Owner,16.96,1968.0,138.03,5.0,320.0,1750.0,6
Volkswagen,1000000,60000,Diesel,Individual,Automatic,First Owner,22.15,1498.0,108.6,5.0,250.0,1500.0,6
Mercedes-Benz,1700000,110000,Diesel,Individual,Automatic,Third Owner,0.0,2987.0,165.0,5.0,510.0,1600.0,11
Toyota,1080000,12800,Petrol,Individual,Automatic,First Owner,17.8,1496.0,105.5,5.0,140.0,4200.0,4
Hyundai,170000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,74.5,4000.0,10
Maruti,610000,49000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,190.0,2000.0,5
Maruti,350000,25000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,114.0,4000.0,8
Maruti,260000,65000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,69.0,3500.0,6
Fiat,700000,20000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.7,5.0,209.0,2000.0,7
Volkswagen,678000,17000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,95.0,3000.0,4
Maruti,800000,15000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,200.0,1750.0,7
Toyota,400000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.04,5.0,170.0,1800.0,8
Hyundai,300000,49000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,111.72000000000001,4000.0,12
Hyundai,520000,29000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,6
Nissan,850000,55000,Diesel,Individual,Automatic,First Owner,19.61,1461.0,108.5,5.0,248.0,2250.0,5
Mahindra,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,300.0,1750.0,3
Tata,830000,35000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,260.0,1500.0,5
Datsun,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,104.0,4000.0,4
Ford,850000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,205.0,1750.0,5
Maruti,650000,70000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,115.0,4000.0,5
Hyundai,120000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,235.20000000000002,1900.0,14
Mahindra,730000,65100,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,240.0,1600.0,6
Maruti,525000,20000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,113.0,4200.0,3
Hyundai,600000,108000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,220.0,1500.0,7
Maruti,500000,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,113.0,4200.0,3
Hyundai,150000,77000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,96.1,3000.0,13
Maruti,409999,18500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90.0,3500.0,7
Mahindra,625000,120000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,240.0,1600.0,6
Renault,290000,15200,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72.0,4386.0,7
Honda,500000,35000,Petrol,Individual,Manual,First Owner,17.3,1497.0,117.3,7.0,145.0,4600.0,7
Hyundai,475000,80000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,259.8,1900.0,11
Hyundai,190000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,74.5,4000.0,9
Mahindra,750000,80000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,330.0,1600.0,8
Nissan,525000,120000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,248.0,2250.0,8
Chevrolet,495000,82000,Diesel,Individual,Manual,Third Owner,17.3,1998.0,163.7,5.0,380.0,2000.0,10
Jaguar,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Honda,321000,60000,Petrol,Individual,Automatic,Second Owner,16.8,1497.0,118.0,5.0,146.0,4800.0,12
Toyota,585000,50000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,5.0,104.0,3100.0,5
Ford,225000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,11
Honda,500000,70000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,200.0,1750.0,5
Hyundai,350000,90000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0,219.52,1750.0,11
Maruti,756000,70000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,200.0,1750.0,6
Maruti,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,69.0,3500.0,8
Maruti,80000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,35.0,8.0,59.78,3000.0,10
Hyundai,800000,5000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,114.73,4000.0,3
Tata,1250000,25000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,320.0,1500.0,4
Mahindra,320000,80000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7.0,290.0,1800.0,13
Hyundai,509999,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,5
Tata,650000,15000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,190.0,1750.0,3
Maruti,210000,35000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,90.0,3500.0,11
Maruti,110000,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62.0,3000.0,14
Tata,665000,25000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,260.0,1500.0,5
Volkswagen,555000,52000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,250.0,1500.0,5
Volkswagen,560000,52000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,250.0,1500.0,5
Mahindra,375000,80000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,190.0,1750.0,6
Maruti,290000,77000,Diesel,Individual,Manual,Second Owner,,,,,,,11
Toyota,2950000,50000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,450.0,1600.0,5
Maruti,605000,127000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190.0,2000.0,5
Honda,720000,30000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,110.0,4800.0,5
Maruti,800000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200.0,1750.0,5
Mahindra,1325000,54000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,330.0,1600.0,5
Hyundai,350000,116500,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,219.52,1750.0,11
Toyota,600000,145000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,200.0,1400.0,10
Hyundai,300000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,113.7,4000.0,10
Tata,240000,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.1,7.0,320.0,1700.0,11
Ford,377000,80000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,215.0,1750.0,6
Maruti,450000,140000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,130.0,4000.0,9
Hyundai,160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,146.02,3000.0,14
Hyundai,525000,100000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,113.75,4000.0,3
Toyota,550000,168000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,199.92,1400.0,11
Chevrolet,270000,120000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,327.0,2600.0,12
Toyota,570000,145000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,170.0,1800.0,6
Ford,225000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,11
Hyundai,590000,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,113.75,4000.0,3
Jeep,1675000,80000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,350.0,1750.0,4
Ford,800000,33000,Petrol,Dealer,Manual,First Owner,19.4,1194.0,94.93,5.0,120.0,4250.0,3
Chevrolet,450000,13500,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,108.5,5000.0,8
Tata,300000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,132.3,2500.0,10
Hyundai,645000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,5
Maruti,520000,58000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,9
Hyundai,200000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,74.5,4000.0,9
Honda,700000,30000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,145.0,4600.0,7
Maruti,45000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59.0,2500.0,22
Ford,459999,73000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,215.0,1750.0,6
Maruti,325000,90000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,190.0,2000.0,8
Maruti,350000,50000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,90.0,3500.0,7
Hyundai,440000,80000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.3,5.0,259.9,1900.0,11
Hyundai,320000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5.0,219.52,1750.0,11
Chevrolet,169000,41000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,90.3,4200.0,11
Volkswagen,350000,50000,Petrol,Individual,Manual,Fourth & Above Owner,16.47,1198.0,73.9,5.0,110.0,3750.0,9
Ford,350000,113226,Diesel,Dealer,Manual,First Owner,19.68,1399.0,67.0,5.0,160.0,2000.0,8
Ford,310000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0,160.0,2000.0,9
Maruti,150000,70000,Petrol,Individual,Manual,Third Owner,,,,,,,15
Mahindra,420000,160500,Diesel,Individual,Manual,Fourth & Above Owner,13.5,2179.0,115.0,5.0,277.5,1700.0,12
Maruti,685000,30000,Petrol,Individual,Automatic,First Owner,19.12,1373.0,91.1,5.0,130.0,4000.0,7
Renault,560000,132000,Diesel,Individual,Manual,Second Owner,19.72,1461.0,108.45,5.0,245.0,1750.0,8
Maruti,470000,120000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,190.0,2000.0,9
Hyundai,380000,80000,Petrol,Individual,Manual,Second Owner,16.2,1599.0,103.2,5.0,146.02,3000.0,11
Mahindra,670000,57000,Diesel,Individual,Manual,Second Owner,15.4,1997.0,120.0,7.0,280.0,1800.0,7
